sub_num,condition_timing,condition_stim,stim_id,cat,resp,rt,age,gender,date,prob_num,prob_num_grating,prob_num_binary,num_problems_solved,current_trial_prob,current_trial_stim,current_trial_exp,relevant_dim,x,y,xc
2,long_iti,binary,48,2,2,0.7535409927368164,,Prefer not to specify,2019-12-06,9,4,4,9,6,6,182,5,-1,-1,43.4501246876132
2,long_iti,binary,40,2,2,0.8734130859375,,Prefer not to specify,2019-12-06,9,4,4,9,7,7,183,5,-1,-1,43.4501246876132
2,long_iti,binary,36,2,2,0.5826609134674072,,Prefer not to specify,2019-12-06,9,4,4,9,8,8,184,5,-1,-1,43.4501246876132
2,long_iti,binary,61,2,1,1.1013798713684082,,Prefer not to specify,2019-12-06,9,4,4,9,9,9,185,5,-1,-1,43.4501246876132
2,long_iti,binary,10,1,1,1.5791819095611572,,Prefer not to specify,2019-12-06,9,4,4,9,10,10,186,5,-1,-1,43.4501246876132
2,long_iti,binary,4,2,2,0.4268009662628174,,Prefer not to specify,2019-12-06,9,4,4,9,11,11,187,5,-1,-1,43.4501246876132
2,long_iti,binary,22,1,2,0.9709799289703369,,Prefer not to specify,2019-12-06,9,4,4,9,12,12,188,5,-1,-1,43.4501246876132
2,long_iti,binary,50,1,1,0.5285930633544922,,Prefer not to specify,2019-12-06,9,4,4,9,13,13,189,5,-1,-1,43.4501246876132
2,long_iti,binary,1,2,1,0.48241281509399414,,Prefer not to specify,2019-12-06,9,4,4,9,14,14,190,5,-1,-1,43.4501246876132
2,long_iti,binary,16,2,1,0.6598601341247559,,Prefer not to specify,2019-12-06,9,4,4,9,15,15,191,5,-1,-1,43.4501246876132
2,long_iti,binary,38,1,1,0.6344649791717529,,Prefer not to specify,2019-12-06,9,4,4,9,16,16,192,5,-1,-1,43.4501246876132
2,long_iti,binary,3,1,1,0.4984900951385498,,Prefer not to specify,2019-12-06,9,4,4,9,17,17,193,5,-1,-1,43.4501246876132
2,long_iti,binary,35,1,1,0.6270999908447266,,Prefer not to specify,2019-12-06,9,4,4,9,18,18,194,5,-1,-1,43.4501246876132
2,long_iti,binary,18,1,1,0.6202189922332764,,Prefer not to specify,2019-12-06,9,4,4,9,19,19,195,5,-1,-1,43.4501246876132
2,long_iti,binary,52,2,2,1.535046100616455,,Prefer not to specify,2019-12-06,9,4,4,9,20,20,196,5,-1,-1,43.4501246876132
2,long_iti,binary,32,2,2,2.1497268676757812,,Prefer not to specify,2019-12-06,9,4,4,9,21,21,197,5,-1,-1,43.4501246876132
2,long_iti,binary,0,2,2,0.7956571578979492,,Prefer not to specify,2019-12-06,9,4,4,9,22,22,198,5,-1,-1,43.4501246876132
2,long_iti,binary,57,2,2,0.77577805519104,,Prefer not to specify,2019-12-06,9,4,4,9,23,23,199,5,-1,-1,43.4501246876132
2,long_iti,binary,51,1,1,0.9734799861907959,,Prefer not to specify,2019-12-06,9,4,4,9,24,24,200,5,-1,-1,43.4501246876132
2,delay,binary,0,2,1,1.6391210556030273,,Prefer not to specify,2019-12-06,10,4,4,10,0,0,201,2,-1,-1,43.4501246876132
2,delay,binary,36,2,1,1.0649728775024414,,Prefer not to specify,2019-12-06,10,4,4,10,1,1,202,2,-1,-1,43.4501246876132
2,delay,binary,21,1,1,1.2770068645477295,,Prefer not to specify,2019-12-06,10,4,4,10,2,2,203,2,-1,-1,43.4501246876132
2,delay,binary,51,1,1,0.3909471035003662,,Prefer not to specify,2019-12-06,10,4,4,10,3,3,204,2,-1,-1,43.4501246876132
2,delay,binary,33,2,2,0.5200228691101074,,Prefer not to specify,2019-12-06,10,4,4,10,4,4,205,2,-1,-1,43.4501246876132
2,delay,binary,58,1,1,0.4701650142669678,,Prefer not to specify,2019-12-06,10,4,4,10,5,5,206,2,-1,-1,43.4501246876132
2,delay,binary,20,1,1,0.46337890625,,Prefer not to specify,2019-12-06,10,4,4,10,6,6,207,2,-1,-1,43.4501246876132
2,delay,binary,13,2,2,0.4496641159057617,,Prefer not to specify,2019-12-06,10,4,4,10,7,7,208,2,-1,-1,43.4501246876132
2,delay,binary,57,1,1,0.9267411231994629,,Prefer not to specify,2019-12-06,10,4,4,10,8,8,209,2,-1,-1,43.4501246876132
2,delay,binary,2,2,2,0.8329088687896729,,Prefer not to specify,2019-12-06,10,4,4,10,9,9,210,2,-1,-1,43.4501246876132
2,delay,binary,62,1,1,0.5515758991241455,,Prefer not to specify,2019-12-06,10,4,4,10,10,10,211,2,-1,-1,43.4501246876132
2,delay,grating,43,2,2,1.5709028244018555,,Prefer not to specify,2019-12-06,11,5,5,11,0,0,212,2,15.304813585165277,8.0,13.50205235249971
2,delay,grating,47,1,2,0.7914369106292725,,Prefer not to specify,2019-12-06,11,5,5,11,1,1,213,2,10.335072465972653,8.0,13.50205235249971
2,delay,grating,49,1,1,0.7271649837493896,,Prefer not to specify,2019-12-06,11,5,5,11,2,2,214,2,10.85375638594186,8.0,13.50205235249971
2,delay,grating,41,1,2,0.7766799926757812,,Prefer not to specify,2019-12-06,11,5,5,11,3,3,215,2,6.785690461350728,8.0,13.50205235249971
2,delay,grating,61,2,2,0.5781641006469727,,Prefer not to specify,2019-12-06,11,5,5,11,4,4,216,2,15.70263714502888,8.0,13.50205235249971
2,delay,grating,23,2,2,1.071897029876709,,Prefer not to specify,2019-12-06,11,5,5,11,5,5,217,2,15.87638465670334,8.0,13.50205235249971
2,delay,grating,30,1,1,0.7610859870910645,,Prefer not to specify,2019-12-06,11,5,5,11,6,6,218,2,10.890581456290171,8.0,13.50205235249971
